ID,Sales
883,116.73805837555878
884,109.1346784529746
885,109.1346784529746
886,108.69355189823958
887,71.41381064704007
888,72.97963395153637
889,77.69181028912995
890,73.78440555832542
891,72.25502538275798
892,72.25502538275798
893,77.69836555220365
894,71.41381064704007
895,72.97963395153637
896,150.95847840376655
897,116.73805837555878
898,109.1346784529746
899,109.1346784529746
900,108.69355189823958
901,71.41381064704007
902,72.97963395153637
903,77.69181028912995
904,73.78440555832542
905,72.25502538275798
906,72.25502538275798
907,77.69836555220365
908,71.41381064704007
909,72.97963395153637
910,150.95847840376655
911,116.73805837555878
912,109.1346784529746
913,109.1346784529746
914,108.69355189823958
915,71.41381064704007
916,72.97963395153637
917,77.69181028912995
918,73.78440555832542
919,72.25502538275798
920,72.25502538275798
921,77.69836555220365
922,71.41381064704007
923,72.97963395153637
924,150.95847840376655
925,116.73805837555878
926,109.1346784529746
927,109.1346784529746
928,108.69355189823958
929,71.41381064704007
930,72.97963395153637
931,77.69181028912995
932,73.78440555832542
933,72.25502538275798
934,72.25502538275798
935,77.69836555220365
936,71.41381064704007
937,72.97963395153637
938,150.95847840376655
939,116.73805837555878
940,109.1346784529746
941,109.1346784529746
942,108.69355189823958
1825,148.86739801056584
1826,134.76361316227548
1827,99.57318711237922
1828,135.82342001059826
1829,89.53083205004452
1830,96.43895604290155
1831,97.92407473324836
1832,97.90602674834531
1833,95.23197167842316
1834,95.23197167842316
1835,101.72880425916816
1836,89.53083205004452
1837,96.43895604290155
1838,175.3843695943855
1839,148.86739801056584
1840,134.76361316227548
1841,134.76361316227548
1842,135.82342001059826
1843,89.53083205004452
1844,96.43895604290155
1845,97.92407473324836
1846,97.90602674834531
1847,95.23197167842316
1848,95.23197167842316
1849,101.72880425916816
1850,89.53083205004452
1851,96.43895604290155
1852,175.3843695943855
1853,148.86739801056584
1854,134.76361316227548
1855,134.76361316227548
1856,135.82342001059826
1857,89.53083205004452
1858,96.43895604290155
1859,97.92407473324836
1860,97.90602674834531
1861,95.23197167842316
1862,95.23197167842316
1863,101.72880425916816
1864,89.53083205004452
1865,96.43895604290155
1866,175.3843695943855
1867,148.86739801056584
1868,134.76361316227548
1869,134.76361316227548
1870,135.82342001059826
1871,89.53083205004452
1872,96.43895604290155
1873,97.92407473324836
1874,97.90602674834531
1875,95.23197167842316
1876,95.23197167842316
1877,101.72880425916816
1878,89.53083205004452
1879,96.43895604290155
1880,175.3843695943855
1881,148.86739801056584
1882,134.76361316227548
1883,134.76361316227548
1884,135.82342001059826
2767,175.68673866518975
2768,166.22459671875754
2769,166.22459671875754
2770,165.97379553994534
2771,123.85325714599792
2772,136.10962741219456
2773,141.62995298136693
2774,132.54547844521147
2775,129.87142337528937
2776,129.87142337528937
2777,134.5767757415198
2778,123.85325714599792
2779,136.10962741219456
2780,211.80897442161503
2781,175.68673866518975
2782,166.22459671875754
2783,166.22459671875754
2784,165.97379553994534
2785,123.85325714599792
2786,136.10962741219456
2787,141.62995298136693
2788,132.54547844521147
2789,129.87142337528937
2790,129.87142337528937
2791,134.5767757415198
2792,123.85325714599792
2793,136.10962741219456
2794,211.80897442161503
2795,175.68673866518975
2796,166.22459671875754
2797,166.22459671875754
2798,165.97379553994534
2799,123.85325714599792
2800,136.10962741219456
2801,141.62995298136693
2802,132.54547844521147
2803,129.87142337528937
2804,129.87142337528937
2805,134.5767757415198
2806,123.85325714599792
2807,136.10962741219456
2808,211.80897442161503
2809,175.68673866518975
2810,166.22459671875754
2811,166.22459671875754
2812,165.97379553994534
2813,123.85325714599792
2814,136.10962741219456
2815,141.62995298136693
2816,132.54547844521147
2817,129.87142337528937
2818,129.87142337528937
2819,134.5767757415198
2820,123.85325714599792
2821,136.10962741219456
2822,211.80897442161503
2823,175.68673866518975
2824,166.22459671875754
2825,166.22459671875754
2826,165.97379553994534
3709,126.54400004668375
3710,115.17416790322773
3711,115.17416790322773
3712,113.87455728199848
3713,73.73628798894143
3714,80.78934185054305
3715,88.93441956948628
3716,84.19546708079245
3717,81.5214120108703
3718,81.5214120108703
3719,86.07919006680966
3720,73.73628798894143
3721,80.78934185054305
3722,156.29533852046814
3723,126.54400004668375
3724,115.17416790322773
3725,115.17416790322773
3726,113.87455728199848
3727,73.73628798894143
3728,80.78934185054305
3729,88.93441956948628
3730,84.19546708079245
3731,81.5214120108703
3732,81.5214120108703
3733,86.07919006680966
3734,73.73628798894143
3735,80.78934185054305
3736,156.29533852046814
3737,126.54400004668375
3738,115.17416790322773
3739,115.17416790322773
3740,113.87455728199848
3741,73.73628798894143
3742,80.78934185054305
3743,88.93441956948628
3744,84.19546708079245
3745,81.5214120108703
3746,81.5214120108703
3747,86.07919006680966
3748,73.73628798894143
3749,80.78934185054305
3750,156.29533852046814
3751,126.54400004668375
3752,115.17416790322773
3753,115.17416790322773
3754,113.87455728199848
3755,73.73628798894143
3756,80.78934185054305
3757,88.93441956948628
3758,84.19546708079245
3759,81.5214120108703
3760,81.5214120108703
3761,86.07919006680966
3762,73.73628798894143
3763,80.78934185054305
3764,156.29533852046814
3765,126.54400004668375
3766,115.17416790322773
3767,115.17416790322773
3768,113.87455728199848
4651,141.4454465685486
4652,133.12797951647107
4653,104.49971547614098
4654,132.6868529617361
4655,97.10562821324561
4656,103.32501895177522
4657,111.09955598095355
4658,103.92310959024803
4659,102.39372941468059
4660,102.39372941468059
4661,109.45939045940207
4662,97.10562821324561
4663,103.32501895177522
4664,171.82945341163577
4665,141.4454465685486
4666,133.12797951647107
4667,133.12797951647107
4668,132.6868529617361
4669,97.10562821324561
4670,103.32501895177522
4671,111.09955598095355
4672,103.92310959024803
4673,102.39372941468059
4674,102.39372941468059
4675,109.45939045940207
4676,97.10562821324561
4677,103.32501895177522
4678,171.82945341163577
4679,141.4454465685486
4680,133.12797951647107
4681,133.12797951647107
4682,132.6868529617361
4683,97.10562821324561
4684,103.32501895177522
4685,111.09955598095355
4686,103.92310959024803
4687,102.39372941468059
4688,102.39372941468059
4689,109.45939045940207
4690,97.10562821324561
4691,103.32501895177522
4692,171.82945341163577
4693,141.4454465685486
4694,133.12797951647107
4695,133.12797951647107
4696,132.6868529617361
4697,97.10562821324561
4698,103.32501895177522
4699,111.09955598095355
4700,103.92310959024803
4701,102.39372941468059
4702,102.39372941468059
4703,109.45939045940207
4704,97.10562821324561
4705,103.32501895177522
4706,171.82945341163577
4707,141.4454465685486
4708,133.12797951647107
4709,133.12797951647107
4710,132.6868529617361
5593,123.22851070774016
5594,113.00335345863883
5595,113.00335345863883
5596,113.4541433484477
5597,74.89917058848434
5598,81.95222445008596
5599,88.95262727467448
5600,82.46327427494253
5601,80.9338940993751
5602,80.9338940993751
5603,87.24207266635257
5604,74.89917058848434
5605,81.95222445008596
5606,156.31354622565638
5607,123.22851070774016
5608,113.00335345863883
5609,113.00335345863883
5610,113.4541433484477
5611,74.89917058848434
5612,81.95222445008596
5613,88.95262727467448
5614,82.46327427494253
5615,80.9338940993751
5616,80.9338940993751
5617,87.24207266635257
5618,74.89917058848434
5619,81.95222445008596
5620,156.31354622565638
5621,123.22851070774016
5622,113.00335345863883
5623,113.00335345863883
5624,113.4541433484477
5625,74.89917058848434
5626,81.95222445008596
5627,88.95262727467448
5628,82.46327427494253
5629,80.9338940993751
5630,80.9338940993751
5631,87.24207266635257
5632,74.89917058848434
5633,81.95222445008596
5634,156.31354622565638
5635,123.22851070774016
5636,113.00335345863883
5637,113.00335345863883
5638,113.4541433484477
5639,74.89917058848434
5640,81.95222445008596
5641,88.95262727467448
5642,82.46327427494253
5643,80.9338940993751
5644,80.9338940993751
5645,87.24207266635257
5646,74.89917058848434
5647,81.95222445008596
5648,156.31354622565638
5649,123.22851070774016
5650,113.00335345863883
5651,113.00335345863883
5652,113.4541433484477
6535,151.50819806408717
6536,145.8125083385268
6537,145.8125083385268
6538,145.37138178379183
6539,109.80707360762116
6540,114.68367458756452
6541,120.95368467220703
6542,114.29335292663843
6543,112.763972751071
6544,112.763972751071
6545,120.32646425329376
6546,109.80707360762116
6547,114.68367458756452
6548,182.25591026643997
6549,151.50819806408717
6550,145.8125083385268
6551,145.8125083385268
6552,145.37138178379183
6553,109.80707360762116
6554,114.68367458756452
6555,120.95368467220703
6556,114.29335292663843
6557,112.763972751071
6558,112.763972751071
6559,120.32646425329376
6560,109.80707360762116
6561,114.68367458756452
6562,182.25591026643997
6563,151.50819806408717
6564,145.8125083385268
6565,145.8125083385268
6566,145.37138178379183
6567,109.80707360762116
6568,114.68367458756452
6569,120.95368467220703
6570,114.29335292663843
6571,112.763972751071
6572,112.763972751071
6573,120.32646425329376
6574,109.80707360762116
6575,114.68367458756452
6576,182.25591026643997
6577,151.50819806408717
6578,145.8125083385268
6579,145.8125083385268
6580,145.37138178379183
6581,109.80707360762116
6582,114.68367458756452
6583,120.95368467220703
6584,114.29335292663843
6585,112.763972751071
6586,112.763972751071
6587,120.32646425329376
6588,109.80707360762116
6589,114.68367458756452
6590,182.25591026643997
6591,151.50819806408717
6592,145.8125083385268
6593,145.8125083385268
6594,145.37138178379183
7477,147.62478062164698
7478,141.9290908960866
7479,141.9290908960866
7480,141.4879643413516
7481,105.19825897298011
7482,110.07485995292348
7483,116.34487003756598
7484,109.68453829199738
7485,108.15515811642994
7486,108.15515811642994
7487,115.71764961865271
7488,105.19825897298011
7489,110.07485995292348
7490,178.37249282399975
7491,147.62478062164698
7492,141.9290908960866
7493,141.9290908960866
7494,141.4879643413516
7495,105.19825897298011
7496,110.07485995292348
7497,116.34487003756598
7498,109.68453829199738
7499,108.15515811642994
7500,108.15515811642994
7501,115.71764961865271
7502,105.19825897298011
7503,110.07485995292348
7504,178.37249282399975
7505,147.62478062164698
7506,141.9290908960866
7507,141.9290908960866
7508,141.4879643413516
7509,105.19825897298011
7510,110.07485995292348
7511,116.34487003756598
7512,109.68453829199738
7513,108.15515811642994
7514,108.15515811642994
7515,115.71764961865271
7516,105.19825897298011
7517,110.07485995292348
